Time,BTCUSDT,ETHUSDT,NEOUSDT,LTCUSDT,QTUMUSDT,ADAUSDT,XRPUSDT,EOSUSDT,IOTAUSDT,XLMUSDT,TRXUSDT,ETCUSDT,ICXUSDT,NULSUSDT,LINKUSDT,WAVESUSDT,ONGUSDT,ZILUSDT,ZRXUSDT,XMRUSDT,ZECUSDT,CELRUSDT,DASHUSDT,OMGUSDT,THETAUSDT,ENJUSDT,MATICUSDT,ATOMUSDT,TFUELUSDT,ONEUSDT,FTMUSDT,ALGOUSDT,DOGEUSDT,DUSKUSDT,ANKRUSDT,WINUSDT,COSUSDT,COCOSUSDT,MTLUSDT,TOMOUSDT,PERLUSDT,DOCKUSDT,WANUSDT,FUNUSDT,CHZUSDT,BANDUSDT,XTZUSDT,RENUSDT,RVNUSDT,HBARUSDT,NKNUSDT,STXUSDT,KAVAUSDT,ARPAUSDT,IOTXUSDT,RLCUSDT,CTXCUSDT,BCHUSDT,TROYUSDT,VITEUSDT,EURUSDT,OGNUSDT,DREPUSDT,WRXUSDT,BTSUSDT,LSKUSDT,LTOUSDT,MBLUSDT,COTIUSDT,WTCUSDT,DATAUSDT,SOLUSDT,CTSIUSDT,HIVEUSDT,CHRUSDT,ARDRUSDT,STMXUSDT,KNCUSDT,LRCUSDT,COMPUSDT,SCUSDT,ZENUSDT,SNXUSDT,VTHOUSDT,GBPUSDT,SXPUSDT,MKRUSDT,DCRUSDT,STORJUSDT,MANAUSDT,AUDUSDT,YFIUSDT,BALUSDT,BLZUSDT,IRISUSDT,KMDUSDT,CRVUSDT,SANDUSDT,OCEANUSDT,NMRUSDT,LUNAUSDT,RSRUSDT,WNXMUSDT,SUSHIUSDT,YFIIUSDT,KSMUSDT,EGLDUSDT,DIAUSDT,RUNEUSDT,FIOUSDT,UMAUSDT,BELUSDT,WINGUSDT,UNIUSDT,SUNUSDT,AVAXUSDT,FLMUSDT,ORNUSDT,UTKUSDT,XVSUSDT,ALPHAUSDT,AAVEUSDT,NEARUSDT,FILUSDT,INJUSDT,AUDIOUSDT,CTKUSDT,AKROUSDT,AXSUSDT,HARDUSDT,STRAXUSDT,UNFIUSDT,ROSEUSDT,AVAUSDT,XEMUSDT,SKLUSDT,JUVUSDT,PSGUSDT,1INCHUSDT,REEFUSDT,OGUSDT,ATMUSDT,ASRUSDT,CELOUSDT,RIFUSDT,TRUUSDT,FIROUSDT,SFPUSDT,DODOUSDT,CAKEUSDT,ACMUSDT,BADGERUSDT,FISUSDT,OMUSDT,PONDUSDT,DEGOUSDT,ALICEUSDT,LINAUSDT,PERPUSDT,SUPERUSDT,CFXUSDT,AUTOUSDT,TKOUSDT,PUNDIXUSDT,TLMUSDT,BARUSDT,FORTHUSDT,BAKEUSDT,BURGERUSDT,SLPUSDT,ICPUSDT,ARUSDT,POLSUSDT,MDXUSDT,MASKUSDT,XVGUSDT,ATAUSDT,GTCUSDT,ERNUSDT,KLAYUSDT,PHAUSDT,BONDUSDT,MLNUSDT,DEXEUSDT,C98USDT,CLVUSDT,FLOWUSDT,TVKUSDT,MINAUSDT,RAYUSDT,FARMUSDT,ALPACAUSDT,QUICKUSDT,MBOXUSDT,FORUSDT,REQUSDT,WAXPUSDT,GNOUSDT,XECUSDT,ELFUSDT,DYDXUSDT,IDEXUSDT,GALAUSDT,ILVUSDT,YGGUSDT,SYSUSDT,DFUSDT,FIDAUSDT,CVPUSDT,AGLDUSDT,RADUSDT,BETAUSDT,RAREUSDT,LAZIOUSDT,CHESSUSDT,ADXUSDT,AUCTIONUSDT,DARUSDT,BNXUSDT,MOVRUSDT,CITYUSDT,ENSUSDT,KP3RUSDT,QIUSDT,PORTOUSDT,POWRUSDT,VGXUSDT,JASMYUSDT,AMPUSDT,PLAUSDT,PYRUSDT,RNDRUSDT,ALCXUSDT,SANTOSUSDT,MCUSDT,BICOUSDT,FLUXUSDT,FXSUSDT,VOXELUSDT,HIGHUSDT,CVXUSDT,PEOPLEUSDT,OOKIUSDT,SPELLUSDT,JOEUSDT,ACHUSDT,IMXUSDT,GLMRUSDT,LOKAUSDT,API3USDT,BTTCUSDT,ACAUSDT,XNOUSDT,WOOUSDT,ALPINEUSDT,ASTRUSDT,KDAUSDT,APEUSDT,BSWUSDT,BIFIUSDT,MULTIUSDT,STEEMUSDT,NEXOUSDT,REIUSDT,GALUSDT,LDOUSDT,EPXUSDT,OPUSDT,LEVERUSDT,STGUSDT,LUNCUSDT,GMXUSDT,NEBLUSDT,POLYXUSDT,OSMOUSDT,HOOKUSDT,MAGICUSDT,HIFIUSDT,RPLUSDT,PROSUSDT
2023-02-15,24324.05,1674.92,9.28,102.82,2.875,0.419,0.4011,1.099,0.248,0.0902,0.07085,22.47,0.2353,0.2859,7.281,2.592,0.3153,0.03148,0.2541,165.5,46.3,0.02349,73.3,1.656,1.161,0.4846,1.3283,14.297,0.0567,0.02717,0.5698,0.2722,0.08928,0.2836,0.03243,9.35e-05,0.00661,0.7428,1.077,0.411,0.02179,0.02326,0.215,0.00718,0.143,2.026,1.148,0.092552,0.03189,0.0915,0.1177,0.3411,0.951,0.04237,0.03109,2.133,0.2745,134.8,0.00321,0.02548,1.0701,0.1466,0.3764,0.1948,0.01151,1.147,0.0996,0.003809,0.0998,0.2379,0.04057,23.86,0.1681,0.4548,0.2041,0.1012,0.007121,0.852,0.4377,51.99,0.00432,14.87,2.738,0.001379,1.214,0.3471,760.0,24.33,0.4221,0.7303,0.6916,7424.0,7.241,0.1039,0.02017,0.2842,1.146,0.7631,0.5051,20.74,1.9764,0.004421,18.81,1.418,1298.3,36.95,46.47,0.4,1.812,0.0376,2.079,0.6474,8.22,6.93,0.00626,19.94,0.1075,0.983,0.1192,6.11,0.1324,89.5,2.515,5.483,3.945,0.2965,0.827,0.00366,10.8,0.1905,0.602,6.005,0.08427,0.671,0.0407,0.058,3.06,6.7,0.568,0.00348,2.935,3.46,3.045,0.816,0.0631,0.0448,2.692,0.5329,0.1477,4.256,3.056,3.137,0.62,0.0415,0.01049,2.861,1.954,0.007868,0.63635,0.1418,0.0926,339.3,0.3356,0.492,0.02293,4.92,4.04,0.2605,0.7057,0.00316,6.031,12.14,0.471,0.0949,4.146,0.003207,0.192,1.972,2.239,0.226,0.1909,5.066,24.29,2.91,0.296,0.07726,1.151,0.0522,1.193,0.3033,38.1,0.2896,61.6,0.536,0.0214,0.1078,0.0786,114.5,3.597e-05,0.2398,2.989,0.05497,0.04943,86.84,0.319,0.2216,0.0452,0.4504,0.4343,0.514,1.992,0.09911,0.1622,3.4512,0.3025,0.1882,6.05,0.23589,165.8,9.07,5.28,15.46,81.69,0.01082,3.1409,0.1997,0.572,0.007133,0.00493,0.2461,4.08,2.002,21.61,6.06,0.338,0.389,0.869,11.471,0.3316,3.497,6.417,0.02991,0.00447,0.0008559,0.2637,0.01778,1.247,0.4663,0.6418,1.81,7.4e-07,0.1348,0.906,0.2387,3.2798,0.0966,1.162,5.622,0.2158,485.7,10.05,0.238,0.738,0.0376,2.3,2.854,0.000353,2.82,0.002429,1.0494,0.00017574,81.43,1.66,0.1909,1.034,2.9798,1.9092,0.5066,47.57,0.603
2023-02-16,23517.72,1637.84,8.82,98.55,2.802,0.3874,0.3841,1.045,0.2342,0.0863,0.06683,21.35,0.2257,0.2685,7.011,2.427,0.3161,0.02949,0.2408,155.7,43.5,0.02123,73.7,1.556,1.129,0.4538,1.3711,13.427,0.0549,0.02513,0.5276,0.2575,0.08489,0.2576,0.02991,9.45e-05,0.00671,0.9267,1.05,0.3893,0.02218,0.02289,0.2186,0.00711,0.1337,1.92,1.093,0.087875,0.02985,0.0839,0.1138,0.3197,0.887,0.04068,0.02855,1.978,0.2561,128.0,0.003218,0.02509,1.0665,0.1366,0.5964,0.1905,0.01079,1.113,0.1002,0.003752,0.0943,0.24,0.03967,22.24,0.1601,0.4377,0.1847,0.1021,0.007152,0.803,0.4289,48.69,0.00411,13.73,2.438,0.001683,1.201,0.3217,706.0,23.13,0.3947,0.6792,0.6874,7152.0,7.013,0.0972,0.02102,0.2801,1.095,0.7203,0.443,19.51,1.827,0.004329,20.32,1.324,1243.9,37.07,47.33,0.411,1.666,0.0379,2.012,0.6194,8.18,6.477,0.00607,18.59,0.1063,1.004,0.113,5.88,0.1265,84.0,2.311,5.403,3.645,0.2958,0.795,0.00421,10.12,0.2035,0.579,5.845,0.07468,0.677,0.0388,0.05264,2.96,6.36,0.541,0.003301,2.808,3.3,2.908,0.755,0.0605,0.0878,2.496,0.5179,0.1417,4.007,2.885,3.02,0.5716,0.0417,0.01045,2.631,1.798,0.007605,0.63632,0.1408,0.1376,318.3,0.3194,0.477,0.02179,4.7,3.91,0.2443,0.697,0.002935,5.936,11.46,0.483,0.0919,3.915,0.003119,0.187,2.03,2.156,0.218,0.1767,4.72,23.63,2.818,0.2919,0.08281,1.105,0.0482,1.061,0.2814,38.5,0.2886,60.1,0.506,0.0216,0.1076,0.0753,108.2,3.436e-05,0.2286,2.867,0.05552,0.04582,80.33,0.2879,0.2011,0.0498,0.4426,0.4483,0.47,1.914,0.10031,0.1511,3.3132,0.2804,0.1839,6.38,0.22192,175.5,8.77,5.11,14.51,79.64,0.01013,3.0446,0.1957,0.519,0.006524,0.00461,0.2429,3.79,1.768,21.45,5.868,0.334,0.367,0.809,10.092,0.3177,3.031,6.411,0.02826,0.00457,0.0008508,0.2462,0.02009,1.092,0.4282,0.5937,1.715,7.2e-07,0.1264,0.906,0.2185,3.416,0.09,1.084,5.163,0.2089,461.3,10.02,0.2273,0.726,0.0363,2.098,2.596,0.000352,2.622,0.002281,1.2028,0.00016653,76.66,1.607,0.2149,0.991,2.5823,1.957,0.4871,46.41,0.6008
2023-02-17,24569.97,1693.87,9.57,100.12,3.068,0.4033,0.395,1.192,0.2455,0.0908,0.07031,22.42,0.2437,0.284,7.65,2.628,0.3329,0.03191,0.262,159.6,45.3,0.022,73.19,1.665,1.21,0.4859,1.5239,14.17,0.0602,0.02638,0.5551,0.2712,0.08771,0.2498,0.03247,0.0001,0.00705,1.0559,1.166,0.4163,0.02357,0.02469,0.2264,0.00724,0.14,2.053,1.153,0.092114,0.03157,0.0853,0.1243,0.3324,0.916,0.04435,0.02944,2.073,0.2652,133.4,0.003369,0.02642,1.0678,0.1478,0.557,0.2089,0.01145,1.179,0.1053,0.003926,0.1049,0.2494,0.04271,23.14,0.1674,0.4642,0.1924,0.106,0.007316,0.849,0.4493,52.03,0.00485,14.07,2.623,0.001702,1.203,0.3365,725.0,24.7,0.449,0.7153,0.6878,7414.0,7.222,0.1172,0.02179,0.3056,1.216,0.7613,0.4866,20.51,1.8992,0.00502,22.49,1.411,1295.8,42.97,49.43,0.425,1.742,0.0398,2.131,0.664,8.59,6.738,0.00633,19.45,0.1127,1.058,0.1205,6.16,0.1361,86.4,2.456,7.609,4.006,0.3331,0.856,0.00687,10.66,0.2152,0.609,6.234,0.07749,0.724,0.0407,0.0536,3.06,6.53,0.568,0.003576,2.938,3.41,3.004,0.831,0.0657,0.0828,2.587,0.5418,0.1507,4.174,2.979,3.181,0.6165,0.0428,0.01084,2.719,1.937,0.008047,0.73242,0.1503,0.1523,325.4,0.3241,0.506,0.02395,4.73,4.55,0.2515,0.7293,0.003195,7.313,13.37,0.503,0.0966,4.041,0.003263,0.2013,2.131,2.304,0.292,0.1906,4.848,25.01,2.961,0.3104,0.08456,1.318,0.0502,1.07,0.2875,39.9,0.3039,65.9,0.559,0.02237,0.1126,0.0788,111.2,3.634e-05,0.24,3.135,0.05885,0.04791,86.95,0.3825,0.2085,0.0507,0.4609,0.475,0.525,2.067,0.10169,0.1537,3.3942,0.3035,0.192,6.6,0.23616,175.5,10.51,5.5,15.36,84.14,0.01082,3.1288,0.206,0.515,0.007193,0.00482,0.256,3.96,1.858,23.94,6.019,0.361,0.389,0.904,11.065,0.3284,3.084,6.703,0.02925,0.00473,0.0009267,0.2612,0.02257,1.09,0.4723,0.6298,1.822,7.3e-07,0.1404,0.937,0.2397,3.3244,0.1051,1.148,5.513,0.2171,477.1,10.95,0.2412,0.755,0.0375,2.224,3.031,0.000374,2.793,0.002471,1.1897,0.00017019,82.17,1.686,0.2176,1.017,2.7763,2.0496,0.5114,51.62,0.6241
2023-02-18,24631.95,1691.62,9.73,99.71,3.067,0.406,0.3943,1.236,0.2483,0.0918,0.07014,22.62,0.2507,0.2911,7.989,2.621,0.3457,0.03265,0.2593,161.6,46.1,0.02148,71.99,1.673,1.196,0.4892,1.4847,14.289,0.0587,0.02602,0.5417,0.2729,0.08882,0.2428,0.03281,9.81e-05,0.00817,1.8608,1.216,0.4218,0.02452,0.02431,0.222,0.00727,0.1403,2.103,1.174,0.094187,0.0314,0.0864,0.1228,0.3823,0.919,0.04367,0.03108,2.068,0.2647,136.2,0.0034,0.02672,1.0687,0.1493,0.6184,0.2053,0.01163,1.229,0.1044,0.003897,0.103,0.2495,0.04175,23.45,0.1695,0.4657,0.1909,0.1041,0.007143,0.867,0.45,54.7,0.00467,13.43,2.6,0.001646,1.203,0.3343,729.0,25.22,0.4339,0.7141,0.6854,7501.0,7.363,0.1128,0.02182,0.2996,1.253,0.7625,0.4811,20.66,1.8805,0.005313,22.16,1.434,1300.3,42.95,52.28,0.431,1.773,0.0423,2.139,0.6669,8.72,6.976,0.0063,19.54,0.112,1.052,0.1284,6.14,0.1371,91.0,2.576,7.52,4.421,0.3428,0.858,0.00564,10.91,0.2349,0.63,6.162,0.0759,0.747,0.0417,0.05957,3.03,6.49,0.575,0.003592,2.923,3.37,2.99,0.836,0.0652,0.0798,2.609,0.5408,0.1522,4.217,2.967,3.18,0.7721,0.0434,0.0118,2.7,1.965,0.007962,0.75894,0.1515,0.156,324.2,0.3231,0.505,0.02352,4.78,4.32,0.2466,0.802,0.003187,7.051,12.37,0.507,0.0967,4.108,0.00324,0.1958,2.284,2.332,0.314,0.1966,5.214,25.54,2.944,0.3008,0.08349,1.314,0.0493,1.056,0.2947,40.5,0.2985,66.4,0.547,0.02214,0.1131,0.0779,110.0,3.619e-05,0.2407,2.99,0.06317,0.04764,84.71,0.3735,0.2047,0.0532,0.4538,0.5775,0.53,2.071,0.1033,0.1567,3.3692,0.3373,0.2004,6.76,0.24003,175.5,11.28,5.23,16.07,85.49,0.01143,3.1118,0.2095,0.509,0.007005,0.00481,0.2562,4.14,1.855,23.66,5.985,0.39,0.457,0.903,11.373,0.3437,3.399,6.569,0.02891,0.00468,0.0009629,0.261,0.02287,1.051,0.5022,0.6464,1.846,7.4e-07,0.1382,0.946,0.262,3.2805,0.1045,1.197,5.654,0.2171,474.4,11.0,0.2407,0.752,0.0376,2.269,3.25,0.000371,2.779,0.002492,1.2387,0.00017183,80.43,1.73,0.2101,1.069,2.8493,1.9585,0.5107,53.65,0.6304
2023-02-19,24271.76,1679.75,10.42,97.43,3.212,0.3995,0.3863,1.229,0.2519,0.0905,0.07038,22.5,0.2539,0.2965,8.014,3.094,0.3402,0.03234,0.2554,162.3,47.9,0.02245,70.54,1.753,1.195,0.4837,1.4785,14.126,0.0591,0.0267,0.5209,0.2777,0.08697,0.2289,0.03231,0.0001039,0.00805,2.2117,1.624,0.4293,0.02444,0.02453,0.2301,0.00724,0.1414,2.078,1.189,0.092245,0.03179,0.0874,0.1207,0.656,0.929,0.04426,0.03062,2.008,0.2902,136.0,0.003547,0.02757,1.0676,0.1501,0.5807,0.2077,0.01171,1.298,0.1059,0.003863,0.1008,0.2594,0.04178,24.84,0.1698,0.4669,0.1919,0.1036,0.00698,0.871,0.429,56.65,0.00462,12.98,2.614,0.001699,1.202,0.347,737.0,25.65,0.4412,0.7171,0.6863,7414.0,7.262,0.1131,0.0229,0.2981,1.204,0.7818,0.4628,20.68,1.8397,0.005185,22.28,1.419,1300.8,45.49,51.09,0.437,1.735,0.0408,2.269,0.7157,8.89,7.21,0.00634,19.81,0.1189,1.155,0.1235,6.24,0.1308,90.1,2.575,8.466,4.162,0.3255,0.912,0.00507,10.92,0.2178,0.631,6.06,0.0736,0.729,0.0413,0.05901,3.06,6.56,0.575,0.003549,3.022,3.39,3.026,0.84,0.0666,0.0751,2.555,0.5428,0.1528,4.16,2.978,3.238,0.6684,0.044,0.01259,2.581,1.913,0.008248,0.78111,0.1517,0.2263,329.2,0.3293,0.517,0.02322,4.78,4.09,0.2455,0.769,0.003141,7.348,12.52,0.493,0.1078,4.12,0.003395,0.1882,2.151,2.281,0.3255,0.1868,5.009,25.33,2.971,0.3191,0.08365,1.341,0.0535,0.993,0.3147,43.2,0.3004,102.1,0.559,0.02305,0.1191,0.0775,109.8,3.597e-05,0.2408,2.829,0.06163,0.04716,82.74,0.3526,0.1956,0.0503,0.477,0.5653,0.647,2.099,0.10528,0.1564,3.356,0.3108,0.1948,6.87,0.2336,175.5,10.89,5.14,16.43,108.32,0.01146,3.104,0.2102,0.493,0.007223,0.00483,0.2546,3.98,1.718,23.92,5.924,0.389,0.474,0.859,10.619,0.3233,3.472,6.44,0.02931,0.00509,0.0009198,0.272,0.03006,1.018,0.4961,0.6753,1.85,7.3e-07,0.1426,0.94,0.2595,3.2089,0.1027,1.241,5.59,0.2225,491.9,10.77,0.2385,0.727,0.038,2.291,2.942,0.000366,2.579,0.00238,1.142,0.00016838,77.45,1.707,0.2063,1.04,2.6763,1.8182,0.5071,50.98,0.6374
2023-02-20,24842.2,1703.27,14.67,95.9,3.721,0.4038,0.3984,1.273,0.2683,0.0945,0.07197,23.18,0.265,0.3277,8.017,2.991,0.3694,0.03429,0.2761,161.7,50.3,0.02337,72.35,1.947,1.287,0.5213,1.4753,14.423,0.0616,0.02739,0.5143,0.285,0.08829,0.2421,0.03478,0.0001117,0.00808,2.1511,1.562,0.4746,0.02646,0.02713,0.2693,0.00737,0.1457,2.254,1.258,0.098519,0.03335,0.0868,0.1361,0.615,0.993,0.0483,0.03309,2.088,0.3049,145.1,0.00379,0.03099,1.0675,0.1552,0.576,0.2182,0.01288,1.287,0.1112,0.003982,0.1012,0.2988,0.04442,26.26,0.1835,0.4902,0.2053,0.1095,0.007336,0.899,0.4437,58.01,0.00479,14.44,2.761,0.001811,1.203,0.3612,771.0,27.02,0.4832,0.7436,0.6919,7590.0,7.55,0.1238,0.04678,0.3211,1.269,0.8326,0.4648,21.3,1.8656,0.005727,22.92,1.502,1355.0,45.14,52.9,0.477,1.821,0.044,2.258,1.122,9.74,7.371,0.00672,20.82,0.1357,1.164,0.1338,6.49,0.1492,92.0,2.702,8.526,4.189,0.3386,0.965,0.00511,11.22,0.2259,0.65,6.644,0.07575,0.808,0.0439,0.06094,3.12,6.47,0.613,0.003725,3.037,3.39,3.01,0.909,0.0733,0.0688,2.769,0.5774,0.2005,4.223,2.952,3.55,0.657,0.0478,0.01256,2.795,2.059,0.008925,0.83657,0.1736,0.3259,350.2,0.3752,0.546,0.0249,4.72,4.59,0.2642,0.8391,0.003423,7.324,12.76,0.603,0.1199,4.161,0.003549,0.2039,2.255,2.547,0.3302,0.1917,5.088,27.28,3.185,0.3168,0.08982,1.389,0.0582,1.083,0.3133,43.4,0.3338,94.4,0.59,0.0253,0.1186,0.082,111.9,3.804e-05,0.2527,2.916,0.07281,0.04821,84.11,0.3823,0.2065,0.0535,0.5119,0.566,0.606,2.202,0.1144,0.1725,3.385,0.3064,0.2186,7.2,0.24702,175.5,11.65,5.14,17.69,99.71,0.01201,3.1826,0.2175,0.502,0.007484,0.00521,0.2657,4.1,1.716,24.37,5.974,0.412,0.461,0.882,10.788,0.3527,4.213,6.621,0.03001,0.00512,0.0009314,0.3025,0.04244,1.043,0.547,0.6999,1.921,7.7e-07,0.147,0.998,0.2554,3.3142,0.0975,1.267,5.877,0.2371,491.9,11.7,0.247,0.737,0.0418,2.338,2.926,0.000393,2.608,0.00289,1.1327,0.00017034,78.59,1.969,0.2097,1.078,2.6227,1.8055,0.5238,49.7,0.789
2023-02-21,24452.16,1659.76,13.4,93.8,3.642,0.3925,0.3919,1.221,0.2569,0.0949,0.06948,22.85,0.2536,0.319,7.64,2.795,0.3489,0.0351,0.2671,159.6,49.4,0.02376,70.77,1.844,1.243,0.5022,1.3867,13.866,0.059,0.02557,0.5208,0.2788,0.08546,0.2153,0.04643,0.0001085,0.00811,2.6223,1.418,0.518,0.02679,0.02833,0.2996,0.00728,0.1414,2.198,1.221,0.115538,0.03337,0.0825,0.1402,0.6509,0.965,0.04651,0.03296,2.122,0.2924,145.3,0.003656,0.0293,1.0643,0.1526,0.5645,0.2079,0.01226,1.224,0.1238,0.003829,0.0959,0.2747,0.04461,24.98,0.1915,0.475,0.2042,0.1061,0.00727,0.874,0.4255,57.7,0.00455,13.66,2.611,0.001736,1.209,0.3458,787.0,25.54,0.4642,0.7051,0.6869,8384.0,7.239,0.1225,0.03933,0.31,1.162,0.7825,0.45,20.47,1.8058,0.005289,22.74,1.451,1359.6,43.81,51.67,0.452,1.765,0.044,2.515,0.9076,8.87,7.036,0.00717,20.98,0.1287,1.154,0.1235,6.19,0.1535,87.8,2.569,8.182,3.942,0.319,0.916,0.00482,10.82,0.22,0.63,6.954,0.07407,0.774,0.0446,0.05635,2.92,6.34,0.687,0.003695,2.968,3.37,2.946,0.853,0.1171,0.0624,2.714,0.5888,0.2017,4.155,2.907,3.481,0.6697,0.0489,0.01199,2.72,2.023,0.012548,0.79975,0.1632,0.329,341.9,0.3827,0.568,0.0269,4.23,4.66,0.2623,0.8194,0.003428,6.889,11.63,0.558,0.1081,3.949,0.003585,0.1957,2.228,2.543,0.3203,0.1836,5.093,26.44,3.164,0.3373,0.08991,1.315,0.054,0.976,0.2959,42.3,0.3216,110.2,0.608,0.02656,0.1138,0.0855,108.7,3.884e-05,0.259,2.725,0.07019,0.04616,78.51,0.3565,0.1991,0.0677,0.4757,0.5581,0.578,2.211,0.11188,0.1741,3.3802,0.3339,0.207,7.0,0.2385,175.5,10.67,5.09,16.46,96.0,0.01165,3.0717,0.2089,0.48,0.006869,0.00546,0.2568,3.9,1.708,22.89,5.894,0.39,0.431,0.832,10.2,0.3271,3.916,6.364,0.0292,0.00522,0.0009134,0.2921,0.04103,1.02,0.5031,0.6433,1.833,7.3e-07,0.1619,0.981,0.2387,3.2798,0.0926,1.191,5.558,0.2345,482.5,11.08,0.2399,0.727,0.0398,2.25,2.794,0.000403,2.517,0.002718,1.0663,0.00016592,76.89,1.754,0.2108,1.032,2.5134,1.8624,0.5203,47.85,0.7038
2023-02-22,24182.21,1643.14,13.52,95.28,3.671,0.3888,0.3953,1.208,0.2553,0.0924,0.06944,22.48,0.2487,0.3096,7.717,2.818,0.3426,0.03528,0.2631,157.7,48.0,0.02463,73.44,1.849,1.19,0.4875,1.3956,13.587,0.0578,0.02458,0.5079,0.2714,0.0855,0.2205,0.04907,0.000106,0.00781,2.4074,1.381,0.5122,0.02496,0.02623,0.324,0.0072,0.1391,2.115,1.437,0.106751,0.03384,0.0823,0.1303,0.7378,0.908,0.04951,0.03061,2.008,0.2826,142.0,0.003578,0.02932,1.06,0.1488,0.5335,0.2043,0.01178,1.197,0.1239,0.00379,0.0941,0.2724,0.04622,24.16,0.186,0.4685,0.1919,0.1044,0.007143,0.868,0.4125,54.27,0.00432,13.47,2.505,0.001712,1.204,0.337,760.0,25.22,0.4551,0.7013,0.6814,8489.0,7.136,0.1238,0.03461,0.302,1.108,0.7675,0.4504,20.24,1.7912,0.005164,23.09,1.395,1390.0,41.35,49.6,0.436,1.712,0.0429,2.378,0.9015,8.42,6.931,0.00694,20.32,0.1242,1.243,0.1209,6.06,0.1524,85.0,2.508,8.031,3.813,0.3132,0.856,0.00477,10.57,0.2148,0.637,6.832,0.07289,0.744,0.0434,0.05447,2.9,6.32,0.642,0.003553,2.892,3.3,2.954,0.829,0.1506,0.0658,2.569,0.5646,0.2213,4.123,2.903,3.968,0.7443,0.0462,0.0119,2.54,2.023,0.013013,0.81641,0.1609,0.2825,328.0,0.3763,0.578,0.02577,4.19,4.49,0.2661,0.7886,0.003354,6.731,11.2,0.54,0.1033,3.846,0.003439,0.1999,2.108,2.451,0.307,0.1797,4.929,26.68,3.142,0.3355,0.08579,1.25,0.052,0.992,0.2913,41.5,0.3148,103.2,0.582,0.02488,0.1129,0.0831,107.6,3.745e-05,0.26,2.671,0.0658,0.04523,78.72,0.3399,0.2081,0.0619,0.4674,0.5342,0.614,2.088,0.10856,0.1646,3.332,0.3344,0.2012,6.78,0.23234,1.585,10.73,4.98,16.29,95.5,0.01153,3.0063,0.2046,0.492,0.0067,0.00619,0.2556,3.88,1.614,22.26,5.783,0.378,0.422,0.835,10.488,0.323,3.407,6.212,0.02792,0.00501,0.0008907,0.281,0.04537,1.018,0.5018,0.6148,1.835,7.3e-07,0.149,0.959,0.2317,3.2547,0.0898,1.257,5.522,0.2289,476.6,10.76,0.2429,0.743,0.0381,2.247,2.907,0.000386,2.704,0.002755,1.1185,0.00016378,74.53,1.706,0.2053,1.01,2.4686,1.8189,0.5069,50.1,0.6658
